Distance_from_border,ln_effect_size,remaining_biomass,removed_biomass,removed_average,Area,Ratio,removed_biomass_total
402100,0,1,0,0,2.54036E+11,8086231,
402200,0,1,0,0,2.54163E+11,8090253,
402300,0,1,0,0,2.54289E+11,8094276,
402400,0,1,0,0,2.54416E+11,8098300,
402500,0,1,0,0,2.54542E+11,8102325,
402600,0,1,0,0,2.54669E+11,8106351,
402700,0,1,0,0,2.54795E+11,8110378,
402800,0,1,0,0,2.54922E+11,8114406,
402900,0,1,0,0,2.55048E+11,8118435,
403000,0,1,0,0,2.55175E+11,8122465,
403100,0,1,0,0,2.55301E+11,8126496,
403200,0,1,0,0,2.55428E+11,8130528,
403300,0,1,0,0,2.55555E+11,8134561,
403400,0,1,0,0,2.55682E+11,8138595,
403500,0,1,0,0,2.55808E+11,8142630,
403600,0,1,0,0,2.55935E+11,8146666,
403700,0,1,0,0,2.56062E+11,8150703,
403800,0,1,0,0,2.56189E+11,8154741,
403900,0,1,0,0,2.56316E+11,8158780,
404000,0,1,0,0,2.56443E+11,8162820,
404100,0,1,0,0,2.5657E+11,8166861,
404200,0,1,0,0,2.56696E+11,8170903,
404300,0,1,0,0,2.56824E+11,8174946,
404400,0,1,0,0,2.56951E+11,8178990,
404500,0,1,0,0,2.57078E+11,8183035,
404600,0,1,0,0,2.57205E+11,8187081,
404700,0,1,0,0,2.57332E+11,8191128,
404800,0,1,0,0,2.57459E+11,8195176,
404900,0,1,0,0,2.57586E+11,8199225,
405000,0,1,0,0,2.57713E+11,8203275,
405100,0,1,0,0,2.57841E+11,8207326,
405200,0,1,0,0,2.57968E+11,8211378,
405300,0,1,0,0,2.58095E+11,8215431,
405400,0,1,0,0,2.58223E+11,8219485,
405500,0,1,0,0,2.5835E+11,8223540,
405600,0,1,0,0,2.58478E+11,8227596,
405700,0,1,0,0,2.58605E+11,8231653,
405800,0,1,0,0,2.58732E+11,8235711,
405900,0,1,0,0,2.5886E+11,8239770,
406000,0,1,0,0,2.58988E+11,8243830,
406100,0,1,0,0,2.59115E+11,8247891,
406200,0,1,0,0,2.59243E+11,8251953,
406300,0,1,0,0,2.5937E+11,8256016,
406400,0,1,0,0,2.59498E+11,8260080,
406500,0,1,0,0,2.59626E+11,8264145,
406600,0,1,0,0,2.59754E+11,8268211,
406700,0,1,0,0,2.59881E+11,8272278,
406800,0,1,0,0,2.60009E+11,8276346,
406900,0,1,0,0,2.60137E+11,8280415,
407000,0,1,0,0,2.60265E+11,8284485,
407100,0,1,0,0,2.60393E+11,8288556,
407200,0,1,0,0,2.60521E+11,8292628,
407300,0,1,0,0,2.60649E+11,8296701,
407400,0,1,0,0,2.60777E+11,8300775,
407500,0,1,0,0,2.60905E+11,8304850,
407600,0,1,0,0,2.61033E+11,8308926,
407700,0,1,0,0,2.61161E+11,8313003,
407800,0,1,0,0,2.61289E+11,8317081,
407900,0,1,0,0,2.61417E+11,8321160,
408000,0,1,0,0,2.61545E+11,8325240,
408100,0,1,0,0,2.61673E+11,8329321,
408200,0,1,0,0,2.61802E+11,8333403,
408300,0,1,0,0,2.6193E+11,8337486,
408400,0,1,0,0,2.62058E+11,8341570,
408500,0,1,0,0,2.62186E+11,8345655,
408600,0,1,0,0,2.62315E+11,8349741,
408700,0,1,0,0,2.62443E+11,8353828,
408800,0,1,0,0,2.62572E+11,8357916,
408900,0,1,0,0,2.627E+11,8362005,
409000,0,1,0,0,2.62829E+11,8366095,
409100,0,1,0,0,2.62957E+11,8370186,
409200,0,1,0,0,2.63086E+11,8374278,
409300,0,1,0,0,2.63214E+11,8378371,
409400,0,1,0,0,2.63343E+11,8382465,
409500,0,1,0,0,2.63472E+11,8386560,
409600,0,1,0,0,2.636E+11,8390656,
409700,0,1,0,0,2.63729E+11,8394753,
409800,0,1,0,0,2.63858E+11,8398851,
409900,0,1,0,0,2.63986E+11,8402950,
410000,0,1,0,0,2.64115E+11,8407050,
410100,0,1,0,0,2.64244E+11,8411151,
410200,0,1,0,0,2.64373E+11,8415253,
410300,0,1,0,0,2.64502E+11,8419356,
410400,0,1,0,0,2.64631E+11,8423460,
410500,0,1,0,0,2.6476E+11,8427565,
410600,0,1,0,0,2.64889E+11,8431671,
410700,0,1,0,0,2.65018E+11,8435778,
410800,0,1,0,0,2.65147E+11,8439886,
410900,0,1,0,0,2.65276E+11,8443995,
411000,0,1,0,0,2.65405E+11,8448105,
411100,0,1,0,0,2.65534E+11,8452216,
411200,0,1,0,0,2.65663E+11,8456328,
411300,0,1,0,0,2.65793E+11,8460441,
411400,0,1,0,0,2.65922E+11,8464555,
411500,0,1,0,0,2.66051E+11,8468670,
411600,0,1,0,0,2.6618E+11,8472786,
411700,0,1,0,0,2.6631E+11,8476903,
411800,0,1,0,0,2.66439E+11,8481021,
411900,0,1,0,0,2.66569E+11,8485140,
412000,0,1,0,0,2.66698E+11,8489260,
412100,0,1,0,0,2.66827E+11,8493381,
412200,0,1,0,0,2.66957E+11,8497503,
412300,0,1,0,0,2.67086E+11,8501626,
412400,0,1,0,0,2.67216E+11,8505750,
412500,0,1,0,0,2.67346E+11,8509875,
412600,0,1,0,0,2.67475E+11,8514001,
412700,0,1,0,0,2.67605E+11,8518128,
412800,0,1,0,0,2.67735E+11,8522256,
412900,0,1,0,0,2.67864E+11,8526385,
413000,0,1,0,0,2.67994E+11,8530515,
413100,0,1,0,0,2.68124E+11,8534646,
413200,0,1,0,0,2.68254E+11,8538778,
413300,0,1,0,0,2.68383E+11,8542911,
413400,0,1,0,0,2.68513E+11,8547045,
413500,0,1,0,0,2.68643E+11,8551180,
413600,0,1,0,0,2.68773E+11,8555316,
413700,0,1,0,0,2.68903E+11,8559453,
413800,0,1,0,0,2.69033E+11,8563591,
413900,0,1,0,0,2.69163E+11,8567730,
414000,0,1,0,0,2.69293E+11,8571870,
414100,0,1,0,0,2.69423E+11,8576011,
414200,0,1,0,0,2.69553E+11,8580153,
414300,0,1,0,0,2.69684E+11,8584296,
414400,0,1,0,0,2.69814E+11,8588440,
414500,0,1,0,0,2.69944E+11,8592585,
414600,0,1,0,0,2.70074E+11,8596731,
414700,0,1,0,0,2.70205E+11,8600878,
414800,0,1,0,0,2.70335E+11,8605026,
414900,0,1,0,0,2.70465E+11,8609175,
415000,0,1,0,0,2.70596E+11,8613325,
415100,0,1,0,0,2.70726E+11,8617476,
415200,0,1,0,0,2.70856E+11,8621628,
415300,0,1,0,0,2.70987E+11,8625781,
415400,0,1,0,0,2.71117E+11,8629935,
415500,0,1,0,0,2.71248E+11,8634090,
415600,0,1,0,0,2.71379E+11,8638246,
415700,0,1,0,0,2.71509E+11,8642403,
415800,0,1,0,0,2.7164E+11,8646561,
415900,0,1,0,0,2.7177E+11,8650720,
416000,0,1,0,0,2.71901E+11,8654880,
416100,0,1,0,0,2.72032E+11,8659041,
416200,0,1,0,0,2.72163E+11,8663203,
416300,0,1,0,0,2.72293E+11,8667366,
416400,0,1,0,0,2.72424E+11,8671530,
416500,0,1,0,0,2.72555E+11,8675695,
416600,0,1,0,0,2.72686E+11,8679861,
416700,0,1,0,0,2.72817E+11,8684028,
416800,0,1,0,0,2.72948E+11,8688196,
416900,0,1,0,0,2.73079E+11,8692365,
417000,0,1,0,0,2.7321E+11,8696535,
417100,0,1,0,0,2.73341E+11,8700706,
417200,0,1,0,0,2.73472E+11,8704878,
417300,0,1,0,0,2.73603E+11,8709051,
417400,0,1,0,0,2.73734E+11,8713225,
417500,0,1,0,0,2.73865E+11,8717400,
417600,0,1,0,0,2.73996E+11,8721576,
417700,0,1,0,0,2.74128E+11,8725753,
417800,0,1,0,0,2.74259E+11,8729931,
417900,0,1,0,0,2.7439E+11,8734110,
418000,0,1,0,0,2.74521E+11,8738290,
418100,0,1,0,0,2.74653E+11,8742471,
418200,0,1,0,0,2.74784E+11,8746653,
418300,0,1,0,0,2.74916E+11,8750836,
418400,0,1,0,0,2.75047E+11,8755020,
418500,0,1,0,0,2.75179E+11,8759205,
418600,0,1,0,0,2.7531E+11,8763391,
418700,0,1,0,0,2.75442E+11,8767578,
418800,0,1,0,0,2.75573E+11,8771766,
418900,0,1,0,0,2.75705E+11,8775955,
419000,0,1,0,0,2.75836E+11,8780145,
419100,0,1,0,0,2.75968E+11,8784336,
419200,0,1,0,0,2.761E+11,8788528,
419300,0,1,0,0,2.76231E+11,8792721,
419400,0,1,0,0,2.76363E+11,8796915,
419500,0,1,0,0,2.76495E+11,8801110,
419600,0,1,0,0,2.76627E+11,8805306,
419700,0,1,0,0,2.76759E+11,8809503,
419800,0,1,0,0,2.76891E+11,8813701,
419900,0,1,0,0,2.77022E+11,8817900,
420000,0,1,0,0,2.77154E+11,8822100,
420100,0,1,0,0,2.77286E+11,8826301,
420200,0,1,0,0,2.77418E+11,8830503,
420300,0,1,0,0,2.7755E+11,8834706,
420400,0,1,0,0,2.77683E+11,8838910,
420500,0,1,0,0,2.77815E+11,8843115,
420600,0,1,0,0,2.77947E+11,8847321,
420700,0,1,0,0,2.78079E+11,8851528,
420800,0,1,0,0,2.78211E+11,8855736,
420900,0,1,0,0,2.78343E+11,8859945,
421000,0,1,0,0,2.78476E+11,8864155,
421100,0,1,0,0,2.78608E+11,8868366,
421200,0,1,0,0,2.7874E+11,8872578,
421300,0,1,0,0,2.78873E+11,8876791,
421400,0,1,0,0,2.79005E+11,8881005,
421500,0,1,0,0,2.79137E+11,8885220,
421600,0,1,0,0,2.7927E+11,8889436,
421700,0,1,0,0,2.79402E+11,8893653,
421800,0,1,0,0,2.79535E+11,8897871,
421900,0,1,0,0,2.79667E+11,8902090,
422000,0,1,0,0,2.798E+11,8906310,
422100,0,1,0,0,2.79933E+11,8910531,
422200,0,1,0,0,2.80065E+11,8914753,
422300,0,1,0,0,2.80198E+11,8918976,
422400,0,1,0,0,2.80331E+11,8923200,
422500,0,1,0,0,2.80463E+11,8927425,
422600,0,1,0,0,2.80596E+11,8931651,
422700,0,1,0,0,2.80729E+11,8935878,
422800,0,1,0,0,2.80862E+11,8940106,
422900,0,1,0,0,2.80995E+11,8944335,
423000,0,1,0,0,2.81127E+11,8948565,
423100,0,1,0,0,2.8126E+11,8952796,
423200,0,1,0,0,2.81393E+11,8957028,
423300,0,1,0,0,2.81526E+11,8961261,
423400,0,1,0,0,2.81659E+11,8965495,
423500,0,1,0,0,2.81792E+11,8969730,
423600,0,1,0,0,2.81925E+11,8973966,
423700,0,1,0,0,2.82059E+11,8978203,
423800,0,1,0,0,2.82192E+11,8982441,
423900,0,1,0,0,2.82325E+11,8986680,
424000,0,1,0,0,2.82458E+11,8990920,
424100,0,1,0,0,2.82591E+11,8995161,
424200,0,1,0,0,2.82725E+11,8999403,
424300,0,1,0,0,2.82858E+11,9003646,
424400,0,1,0,0,2.82991E+11,9007890,
424500,0,1,0,0,2.83125E+11,9012135,
424600,0,1,0,0,2.83258E+11,9016381,
424700,0,1,0,0,2.83391E+11,9020628,
424800,0,1,0,0,2.83525E+11,9024876,
424900,0,1,0,0,2.83658E+11,9029125,
425000,0,1,0,0,2.83792E+11,9033375,
425100,0,1,0,0,2.83925E+11,9037626,
425200,0,1,0,0,2.84059E+11,9041878,
425300,0,1,0,0,2.84193E+11,9046131,
425400,0,1,0,0,2.84326E+11,9050385,
425500,0,1,0,0,2.8446E+11,9054640,
425600,0,1,0,0,2.84594E+11,9058896,
425700,0,1,0,0,2.84727E+11,9063153,
425800,0,1,0,0,2.84861E+11,9067411,
425900,0,1,0,0,2.84995E+11,9071670,
426000,0,1,0,0,2.85129E+11,9075930,
426100,0,1,0,0,2.85263E+11,9080191,
426200,0,1,0,0,2.85397E+11,9084453,
426300,0,1,0,0,2.8553E+11,9088716,
426400,0,1,0,0,2.85664E+11,9092980,
426500,0,1,0,0,2.85798E+11,9097245,
426600,0,1,0,0,2.85932E+11,9101511,
426700,0,1,0,0,2.86066E+11,9105778,
426800,0,1,0,0,2.86201E+11,9110046,
426900,0,1,0,0,2.86335E+11,9114315,
427000,0,1,0,0,2.86469E+11,9118585,
427100,0,1,0,0,2.86603E+11,9122856,
427200,0,1,0,0,2.86737E+11,9127128,
427300,0,1,0,0,2.86871E+11,9131401,
427400,0,1,0,0,2.87006E+11,9135675,
427500,0,1,0,0,2.8714E+11,9139950,
427600,0,1,0,0,2.87274E+11,9144226,
427700,0,1,0,0,2.87409E+11,9148503,
427800,0,1,0,0,2.87543E+11,9152781,
427900,0,1,0,0,2.87678E+11,9157060,
428000,0,1,0,0,2.87812E+11,9161340,
428100,0,1,0,0,2.87946E+11,9165621,
428200,0,1,0,0,2.88081E+11,9169903,
428300,0,1,0,0,2.88216E+11,9174186,
428400,0,1,0,0,2.8835E+11,9178470,
428500,0,1,0,0,2.88485E+11,9182755,
428600,0,1,0,0,2.88619E+11,9187041,
428700,0,1,0,0,2.88754E+11,9191328,
428800,0,1,0,0,2.88889E+11,9195616,
428900,0,1,0,0,2.89024E+11,9199905,
429000,0,1,0,0,2.89158E+11,9204195,
429100,0,1,0,0,2.89293E+11,9208486,
429200,0,1,0,0,2.89428E+11,9212778,
429300,0,1,0,0,2.89563E+11,9217071,
429400,0,1,0,0,2.89698E+11,9221365,
429500,0,1,0,0,2.89833E+11,9225660,
429600,0,1,0,0,2.89968E+11,9229956,
429700,0,1,0,0,2.90103E+11,9234253,
429800,0,1,0,0,2.90238E+11,9238551,
429900,0,1,0,0,2.90373E+11,9242850,
430000,0,1,0,0,2.90508E+11,9247150,
430100,0,1,0,0,2.90643E+11,9251451,
430200,0,1,0,0,2.90778E+11,9255753,
430300,0,1,0,0,2.90913E+11,9260056,
430400,0,1,0,0,2.91048E+11,9264360,
430500,0,1,0,0,2.91184E+11,9268665,
430600,0,1,0,0,2.91319E+11,9272971,
430700,0,1,0,0,2.91454E+11,9277278,
430800,0,1,0,0,2.9159E+11,9281586,
430900,0,1,0,0,2.91725E+11,9285895,
431000,0,1,0,0,2.9186E+11,9290205,
431100,0,1,0,0,2.91996E+11,9294516,
431200,0,1,0,0,2.92131E+11,9298828,
431300,0,1,0,0,2.92267E+11,9303141,
431400,0,1,0,0,2.92402E+11,9307455,
431500,0,1,0,0,2.92538E+11,9311770,
431600,0,1,0,0,2.92673E+11,9316086,
431700,0,1,0,0,2.92809E+11,9320403,
431800,0,1,0,0,2.92945E+11,9324721,
431900,0,1,0,0,2.9308E+11,9329040,
432000,0,1,0,0,2.93216E+11,9333360,
432100,0,1,0,0,2.93352E+11,9337681,
432200,0,1,0,0,2.93488E+11,9342003,
432300,0,1,0,0,2.93623E+11,9346326,
432400,0,1,0,0,2.93759E+11,9350650,
432500,0,1,0,0,2.93895E+11,9354975,
432600,0,1,0,0,2.94031E+11,9359301,
432700,0,1,0,0,2.94167E+11,9363628,
432800,0,1,0,0,2.94303E+11,9367956,
432900,0,1,0,0,2.94439E+11,9372285,
433000,0,1,0,0,2.94575E+11,9376615,
433100,0,1,0,0,2.94711E+11,9380946,
433200,0,1,0,0,2.94847E+11,9385278,
433300,0,1,0,0,2.94983E+11,9389611,
433400,0,1,0,0,2.95119E+11,9393945,
433500,0,1,0,0,2.95256E+11,9398280,
433600,0,1,0,0,2.95392E+11,9402616,
433700,0,1,0,0,2.95528E+11,9406953,
433800,0,1,0,0,2.95664E+11,9411291,
433900,0,1,0,0,2.95801E+11,9415630,
434000,0,1,0,0,2.95937E+11,9419970,
434100,0,1,0,0,2.96073E+11,9424311,
434200,0,1,0,0,2.9621E+11,9428653,
434300,0,1,0,0,2.96346E+11,9432996,
434400,0,1,0,0,2.96483E+11,9437340,
434500,0,1,0,0,2.96619E+11,9441685,
434600,0,1,0,0,2.96756E+11,9446031,
434700,0,1,0,0,2.96892E+11,9450378,
434800,0,1,0,0,2.97029E+11,9454726,
434900,0,1,0,0,2.97166E+11,9459075,
435000,0,1,0,0,2.97302E+11,9463425,
435100,0,1,0,0,2.97439E+11,9467776,
435200,0,1,0,0,2.97576E+11,9472128,
435300,0,1,0,0,2.97712E+11,9476481,
435400,0,1,0,0,2.97849E+11,9480835,
435500,0,1,0,0,2.97986E+11,9485190,
435600,0,1,0,0,2.98123E+11,9489546,
435700,0,1,0,0,2.9826E+11,9493903,
435800,0,1,0,0,2.98397E+11,9498261,
435900,0,1,0,0,2.98534E+11,9502620,
436000,0,1,0,0,2.98671E+11,9506980,
436100,0,1,0,0,2.98808E+11,9511341,
436200,0,1,0,0,2.98945E+11,9515703,
436300,0,1,0,0,2.99082E+11,9520066,
436400,0,1,0,0,2.99219E+11,9524430,
436500,0,1,0,0,2.99356E+11,9528795,
436600,0,1,0,0,2.99493E+11,9533161,
436700,0,1,0,0,2.9963E+11,9537528,
436800,0,1,0,0,2.99768E+11,9541896,
436900,0,1,0,0,2.99905E+11,9546265,
437000,0,1,0,0,3.00042E+11,9550635,
437100,0,1,0,0,3.00179E+11,9555006,
437200,0,1,0,0,3.00317E+11,9559378,
437300,0,1,0,0,3.00454E+11,9563751,
437400,0,1,0,0,3.00592E+11,9568125,
437500,0,1,0,0,3.00729E+11,9572500,
437600,0,1,0,0,3.00866E+11,9576876,
437700,0,1,0,0,3.01004E+11,9581253,
437800,0,1,0,0,3.01141E+11,9585631,
437900,0,1,0,0,3.01279E+11,9590010,
438000,0,1,0,0,3.01417E+11,9594390,
438100,0,1,0,0,3.01554E+11,9598771,
438200,0,1,0,0,3.01692E+11,9603153,
438300,0,1,0,0,3.0183E+11,9607536,
438400,0,1,0,0,3.01967E+11,9611920,
438500,0,1,0,0,3.02105E+11,9616305,
438600,0,1,0,0,3.02243E+11,9620691,
438700,0,1,0,0,3.02381E+11,9625078,
438800,0,1,0,0,3.02519E+11,9629466,
438900,0,1,0,0,3.02656E+11,9633855,
439000,0,1,0,0,3.02794E+11,9638245,
439100,0,1,0,0,3.02932E+11,9642636,
439200,0,1,0,0,3.0307E+11,9647028,
439300,0,1,0,0,3.03208E+11,9651421,
439400,0,1,0,0,3.03346E+11,9655815,
439500,0,1,0,0,3.03484E+11,9660210,
439600,0,1,0,0,3.03623E+11,9664606,
439700,0,1,0,0,3.03761E+11,9669003,
439800,0,1,0,0,3.03899E+11,9673401,
439900,0,1,0,0,3.04037E+11,9677800,
440000,0,1,0,0,3.04175E+11,9682200,
440100,0,1,0,0,3.04314E+11,9686601,
440200,0,1,0,0,3.04452E+11,9691003,
440300,0,1,0,0,3.0459E+11,9695406,
440400,0,1,0,0,3.04729E+11,9699810,
440500,0,1,0,0,3.04867E+11,9704215,
440600,0,1,0,0,3.05005E+11,9708621,
440700,0,1,0,0,3.05144E+11,9713028,
440800,0,1,0,0,3.05282E+11,9717436,
440900,0,1,0,0,3.05421E+11,9721845,
441000,0,1,0,0,3.05559E+11,9726255,
441100,0,1,0,0,3.05698E+11,9730666,
441200,0,1,0,0,3.05836E+11,9735078,
441300,0,1,0,0,3.05975E+11,9739491,
441400,0,1,0,0,3.06114E+11,9743905,
441500,0,1,0,0,3.06253E+11,9748320,
441600,0,1,0,0,3.06391E+11,9752736,
441700,0,1,0,0,3.0653E+11,9757153,
441800,0,1,0,0,3.06669E+11,9761571,
441900,0,1,0,0,3.06808E+11,9765990,
442000,0,1,0,0,3.06946E+11,9770410,
442100,0,1,0,0,3.07085E+11,9774831,
442200,0,1,0,0,3.07224E+11,9779253,
442300,0,1,0,0,3.07363E+11,9783676,
442400,0,1,0,0,3.07502E+11,9788100,
442500,0,1,0,0,3.07641E+11,9792525,
442600,0,1,0,0,3.0778E+11,9796951,
442700,0,1,0,0,3.07919E+11,9801378,
442800,0,1,0,0,3.08058E+11,9805806,
442900,0,1,0,0,3.08198E+11,9810235,
443000,0,1,0,0,3.08337E+11,9814665,
443100,0,1,0,0,3.08476E+11,9819096,
443200,0,1,0,0,3.08615E+11,9823528,
443300,0,1,0,0,3.08755E+11,9827961,
443400,0,1,0,0,3.08894E+11,9832395,
443500,0,1,0,0,3.09033E+11,9836830,
443600,0,1,0,0,3.09172E+11,9841266,
443700,0,1,0,0,3.09312E+11,9845703,
443800,0,1,0,0,3.09451E+11,9850141,
443900,0,1,0,0,3.09591E+11,9854580,
444000,0,1,0,0,3.0973E+11,9859020,
444100,0,1,0,0,3.0987E+11,9863461,
444200,0,1,0,0,3.10009E+11,9867903,
444300,0,1,0,0,3.10149E+11,9872346,
444400,0,1,0,0,3.10289E+11,9876790,
444500,0,1,0,0,3.10428E+11,9881235,
444600,0,1,0,0,3.10568E+11,9885681,
444700,0,1,0,0,3.10708E+11,9890128,
444800,0,1,0,0,3.10847E+11,9894576,
444900,0,1,0,0,3.10987E+11,9899025,
445000,0,1,0,0,3.11127E+11,9903475,
445100,0,1,0,0,3.11267E+11,9907926,
445200,0,1,0,0,3.11407E+11,9912378,
445300,0,1,0,0,3.11546E+11,9916831,
445400,0,1,0,0,3.11686E+11,9921285,
445500,0,1,0,0,3.11826E+11,9925740,
445600,0,1,0,0,3.11966E+11,9930196,
445700,0,1,0,0,3.12106E+11,9934653,
445800,0,1,0,0,3.12246E+11,9939111,
445900,0,1,0,0,3.12386E+11,9943570,
446000,0,1,0,0,3.12527E+11,9948030,
446100,0,1,0,0,3.12667E+11,9952491,
446200,0,1,0,0,3.12807E+11,9956953,
446300,0,1,0,0,3.12947E+11,9961416,
446400,0,1,0,0,3.13087E+11,9965880,
446500,0,1,0,0,3.13228E+11,9970345,
446600,0,1,0,0,3.13368E+11,9974811,
446700,0,1,0,0,3.13508E+11,9979278,
446800,0,1,0,0,3.13649E+11,9983746,
446900,0,1,0,0,3.13789E+11,9988215,
447000,0,1,0,0,3.13929E+11,9992685,
447100,0,1,0,0,3.1407E+11,9997156,
447200,0,1,0,0,3.1421E+11,10001628,
447300,0,1,0,0,3.14351E+11,10006101,
447400,0,1,0,0,3.14491E+11,10010575,
447500,0,1,0,0,3.14632E+11,10015050,
447600,0,1,0,0,3.14773E+11,10019526,
447700,0,1,0,0,3.14913E+11,10024003,
447800,0,1,0,0,3.15054E+11,10028481,
447900,0,1,0,0,3.15195E+11,10032960,
448000,0,1,0,0,3.15335E+11,10037440,
448100,0,1,0,0,3.15476E+11,10041921,
448200,0,1,0,0,3.15617E+11,10046403,
448300,0,1,0,0,3.15758E+11,10050886,
448400,0,1,0,0,3.15899E+11,10055370,
448500,0,1,0,0,3.1604E+11,10059855,
448600,0,1,0,0,3.16181E+11,10064341,
448700,0,1,0,0,3.16322E+11,10068828,
448800,0,1,0,0,3.16463E+11,10073316,
448900,0,1,0,0,3.16604E+11,10077805,
449000,0,1,0,0,3.16745E+11,10082295,
449100,0,1,0,0,3.16886E+11,10086786,
449200,0,1,0,0,3.17027E+11,10091278,
449300,0,1,0,0,3.17168E+11,10095771,
449400,0,1,0,0,3.17309E+11,10100265,
449500,0,1,0,0,3.1745E+11,10104760,
449600,0,1,0,0,3.17592E+11,10109256,
449700,0,1,0,0,3.17733E+11,10113753,
449800,0,1,0,0,3.17874E+11,10118251,
449900,0,1,0,0,3.18016E+11,10122750,
450000,0,1,0,0,3.18157E+11,10127250,
450100,0,1,0,0,3.18298E+11,10131751,
450200,0,1,0,0,3.1844E+11,10136253,
450300,0,1,0,0,3.18581E+11,10140756,
450400,0,1,0,0,3.18723E+11,10145260,
450500,0,1,0,0,3.18864E+11,10149765,
450600,0,1,0,0,3.19006E+11,10154271,
450700,0,1,0,0,3.19147E+11,10158778,
450800,0,1,0,0,3.19289E+11,10163286,
450900,0,1,0,0,3.19431E+11,10167795,
451000,0,1,0,0,3.19572E+11,10172305,
451100,0,1,0,0,3.19714E+11,10176816,
451200,0,1,0,0,3.19856E+11,10181328,
451300,0,1,0,0,3.19998E+11,10185841,
451400,0,1,0,0,3.20139E+11,10190355,
451500,0,1,0,0,3.20281E+11,10194870,
451600,0,1,0,0,3.20423E+11,10199386,
451700,0,1,0,0,3.20565E+11,10203903,
451800,0,1,0,0,3.20707E+11,10208421,
451900,0,1,0,0,3.20849E+11,10212940,
452000,0,1,0,0,3.20991E+11,10217460,
452100,0,1,0,0,3.21133E+11,10221981,
452200,0,1,0,0,3.21275E+11,10226503,
452300,0,1,0,0,3.21417E+11,10231026,
452400,0,1,0,0,3.21559E+11,10235550,
452500,0,1,0,0,3.21701E+11,10240075,
452600,0,1,0,0,3.21844E+11,10244601,
452700,0,1,0,0,3.21986E+11,10249128,
452800,0,1,0,0,3.22128E+11,10253656,
452900,0,1,0,0,3.2227E+11,10258185,
453000,0,1,0,0,3.22413E+11,10262715,
453100,0,1,0,0,3.22555E+11,10267246,
453200,0,1,0,0,3.22697E+11,10271778,
453300,0,1,0,0,3.2284E+11,10276311,
453400,0,1,0,0,3.22982E+11,10280845,
453500,0,1,0,0,3.23125E+11,10285380,
453600,0,1,0,0,3.23267E+11,10289916,
453700,0,1,0,0,3.2341E+11,10294453,
453800,0,1,0,0,3.23552E+11,10298991,
453900,0,1,0,0,3.23695E+11,10303530,
454000,0,1,0,0,3.23838E+11,10308070,
454100,0,1,0,0,3.2398E+11,10312611,
454200,0,1,0,0,3.24123E+11,10317153,
454300,0,1,0,0,3.24266E+11,10321696,
454400,0,1,0,0,3.24408E+11,10326240,
454500,0,1,0,0,3.24551E+11,10330785,
454600,0,1,0,0,3.24694E+11,10335331,
454700,0,1,0,0,3.24837E+11,10339878,
454800,0,1,0,0,3.2498E+11,10344426,
454900,0,1,0,0,3.25123E+11,10348975,
455000,0,1,0,0,3.25266E+11,10353525,
455100,0,1,0,0,3.25409E+11,10358076,
455200,0,1,0,0,3.25552E+11,10362628,
455300,0,1,0,0,3.25695E+11,10367181,
455400,0,1,0,0,3.25838E+11,10371735,
455500,0,1,0,0,3.25981E+11,10376290,
455600,0,1,0,0,3.26124E+11,10380846,
455700,0,1,0,0,3.26267E+11,10385403,
455800,0,1,0,0,3.2641E+11,10389961,
455900,0,1,0,0,3.26553E+11,10394520,
456000,0,1,0,0,3.26697E+11,10399080,
456100,0,1,0,0,3.2684E+11,10403641,
456200,0,1,0,0,3.26983E+11,10408203,
456300,0,1,0,0,3.27127E+11,10412766,
456400,0,1,0,0,3.2727E+11,10417330,
456500,0,1,0,0,3.27413E+11,10421895,
456600,0,1,0,0,3.27557E+11,10426461,
456700,0,1,0,0,3.277E+11,10431028,
456800,0,1,0,0,3.27844E+11,10435596,
456900,0,1,0,0,3.27987E+11,10440165,
457000,0,1,0,0,3.28131E+11,10444735,
457100,0,1,0,0,3.28275E+11,10449306,
457200,0,1,0,0,3.28418E+11,10453878,
457300,0,1,0,0,3.28562E+11,10458451,
457400,0,1,0,0,3.28706E+11,10463025,
457500,0,1,0,0,3.28849E+11,10467600,
457600,0,1,0,0,3.28993E+11,10472176,
457700,0,1,0,0,3.29137E+11,10476753,
457800,0,1,0,0,3.29281E+11,10481331,
457900,0,1,0,0,3.29425E+11,10485910,
458000,0,1,0,0,3.29568E+11,10490490,
458100,0,1,0,0,3.29712E+11,10495071,
458200,0,1,0,0,3.29856E+11,10499653,
458300,0,1,0,0,3.3E+11,10504236,
458400,0,1,0,0,3.30144E+11,10508820,
458500,0,1,0,0,3.30288E+11,10513405,
458600,0,1,0,0,3.30432E+11,10517991,
458700,0,1,0,0,3.30577E+11,10522578,
458800,0,1,0,0,3.30721E+11,10527166,
458900,0,1,0,0,3.30865E+11,10531755,
459000,0,1,0,0,3.31009E+11,10536345,
459100,0,1,0,0,3.31153E+11,10540936,
459200,0,1,0,0,3.31298E+11,10545528,
459300,0,1,0,0,3.31442E+11,10550121,
459400,0,1,0,0,3.31586E+11,10554715,
459500,0,1,0,0,3.31731E+11,10559310,
459600,0,1,0,0,3.31875E+11,10563906,
459700,0,1,0,0,3.32019E+11,10568503,
459800,0,1,0,0,3.32164E+11,10573101,
459900,0,1,0,0,3.32308E+11,10577700,
460000,0,1,0,0,3.32453E+11,10582300,
460100,0,1,0,0,3.32597E+11,10586901,
