Distance_from_border,ln_effect_size,remaining_biomass,removed_biomass,removed_average,Area,Ratio,removed_biomass_total
169300,0,1,0,0,45049527591,1433971,
169400,0,1,0,0,45102746170,1435665,
169500,0,1,0,0,45155996166,1437360,
169600,0,1,0,0,45209277577,1439056,
169700,0,1,0,0,45262590404,1440753,
169800,0,1,0,0,45315934648,1442451,
169900,0,1,0,0,45369310307,1444150,
170000,0,1,0,0,45422717382,1445850,
170100,0,1,0,0,45476155873,1447551,
170200,0,1,0,0,45529625780,1449253,
170300,0,1,0,0,45583127103,1450956,
170400,0,1,0,0,45636659842,1452660,
170500,0,1,0,0,45690223996,1454365,
170600,0,1,0,0,45743819567,1456071,
170700,0,1,0,0,45797446554,1457778,
170800,0,1,0,0,45851104956,1459486,
170900,0,1,0,0,45904794775,1461195,
171000,0,1,0,0,45958516009,1462905,
171100,0,1,0,0,46012268659,1464616,
171200,0,1,0,0,46066052726,1466328,
171300,0,1,0,0,46119868208,1468041,
171400,0,1,0,0,46173715106,1469755,
171500,0,1,0,0,46227593420,1471470,
171600,0,1,0,0,46281503150,1473186,
171700,0,1,0,0,46335444296,1474903,
171800,0,1,0,0,46389416857,1476621,
171900,0,1,0,0,46443420835,1478340,
172000,0,1,0,0,46497456229,1480060,
172100,0,1,0,0,46551523038,1481781,
172200,0,1,0,0,46605621264,1483503,
172300,0,1,0,0,46659750905,1485226,
172400,0,1,0,0,46713911963,1486950,
172500,0,1,0,0,46768104436,1488675,
172600,0,1,0,0,46822328325,1490401,
172700,0,1,0,0,46876583630,1492128,
172800,0,1,0,0,46930870351,1493856,
172900,0,1,0,0,46985188488,1495585,
173000,0,1,0,0,47039538041,1497315,
173100,0,1,0,0,47093919010,1499046,
173200,0,1,0,0,47148331395,1500778,
173300,0,1,0,0,47202775195,1502511,
173400,0,1,0,0,47257250412,1504245,
173500,0,1,0,0,47311757045,1505980,
173600,0,1,0,0,47366295093,1507716,
173700,0,1,0,0,47420864557,1509453,
173800,0,1,0,0,47475465438,1511191,
173900,0,1,0,0,47530097734,1512930,
174000,0,1,0,0,47584761446,1514670,
174100,0,1,0,0,47639456574,1516411,
174200,0,1,0,0,47694183118,1518153,
174300,0,1,0,0,47748941078,1519896,
174400,0,1,0,0,47803730454,1521640,
174500,0,1,0,0,47858551246,1523385,
174600,0,1,0,0,47913403454,1525131,
174700,0,1,0,0,47968287077,1526878,
174800,0,1,0,0,48023202117,1528626,
174900,0,1,0,0,48078148572,1530375,
175000,0,1,0,0,48133126444,1532125,
175100,0,1,0,0,48188135731,1533876,
175200,0,1,0,0,48243176434,1535628,
175300,0,1,0,0,48298248554,1537381,
175400,0,1,0,0,48353352089,1539135,
175500,0,1,0,0,48408487040,1540890,
175600,0,1,0,0,48463653407,1542646,
175700,0,1,0,0,48518851190,1544403,
175800,0,1,0,0,48574080389,1546161,
175900,0,1,0,0,48629341003,1547920,
176000,0,1,0,0,48684633034,1549680,
176100,0,1,0,0,48739956481,1551441,
176200,0,1,0,0,48795311343,1553203,
176300,0,1,0,0,48850697622,1554966,
176400,0,1,0,0,48906115316,1556730,
176500,0,1,0,0,48961564427,1558495,
176600,0,1,0,0,49017044953,1560261,
176700,0,1,0,0,49072556895,1562028,
176800,0,1,0,0,49128100253,1563796,
176900,0,1,0,0,49183675027,1565565,
177000,0,1,0,0,49239281217,1567335,
177100,0,1,0,0,49294918823,1569106,
177200,0,1,0,0,49350587845,1570878,
177300,0,1,0,0,49406288283,1572651,
177400,0,1,0,0,49462020136,1574425,
177500,0,1,0,0,49517783406,1576200,
177600,0,1,0,0,49573578091,1577976,
177700,0,1,0,0,49629404193,1579753,
177800,0,1,0,0,49685261710,1581531,
177900,0,1,0,0,49741150644,1583310,
178000,0,1,0,0,49797070993,1585090,
178100,0,1,0,0,49853022758,1586871,
178200,0,1,0,0,49909005939,1588653,
178300,0,1,0,0,49965020536,1590436,
178400,0,1,0,0,50021066549,1592220,
178500,0,1,0,0,50077143978,1594005,
178600,0,1,0,0,50133252823,1595791,
178700,0,1,0,0,50189393083,1597578,
178800,0,1,0,0,50245564760,1599366,
178900,0,1,0,0,50301767853,1601155,
179000,0,1,0,0,50358002361,1602945,
179100,0,1,0,0,50414268286,1604736,
179200,0,1,0,0,50470565626,1606528,
179300,0,1,0,0,50526894382,1608321,
179400,0,1,0,0,50583254554,1610115,
179500,0,1,0,0,50639646142,1611910,
179600,0,1,0,0,50696069147,1613706,
179700,0,1,0,0,50752523567,1615503,
179800,0,1,0,0,50809009402,1617301,
179900,0,1,0,0,50865526654,1619100,
180000,0,1,0,0,50922075322,1620900,
180100,0,1,0,0,50978655406,1622701,
180200,0,1,0,0,51035266905,1624503,
180300,0,1,0,0,51091909821,1626306,
180400,0,1,0,0,51148584152,1628110,
180500,0,1,0,0,51205289900,1629915,
180600,0,1,0,0,51262027063,1631721,
180700,0,1,0,0,51318795642,1633528,
180800,0,1,0,0,51375595638,1635336,
180900,0,1,0,0,51432427049,1637145,
181000,0,1,0,0,51489289876,1638955,
181100,0,1,0,0,51546184119,1640766,
181200,0,1,0,0,51603109777,1642578,
181300,0,1,0,0,51660066852,1644391,
181400,0,1,0,0,51717055343,1646205,
181500,0,1,0,0,51774075250,1648020,
181600,0,1,0,0,51831126572,1649836,
181700,0,1,0,0,51888209311,1651653,
181800,0,1,0,0,51945323465,1653471,
181900,0,1,0,0,52002469036,1655290,
182000,0,1,0,0,52059646022,1657110,
182100,0,1,0,0,52116854424,1658931,
182200,0,1,0,0,52174094242,1660753,
182300,0,1,0,0,52231365476,1662576,
182400,0,1,0,0,52288668126,1664400,
182500,0,1,0,0,52346002192,1666225,
182600,0,1,0,0,52403367674,1668051,
182700,0,1,0,0,52460764572,1669878,
182800,0,1,0,0,52518192886,1671706,
182900,0,1,0,0,52575652615,1673535,
183000,0,1,0,0,52633143761,1675365,
183100,0,1,0,0,52690666322,1677196,
183200,0,1,0,0,52748220300,1679028,
183300,0,1,0,0,52805805693,1680861,
183400,0,1,0,0,52863422502,1682695,
183500,0,1,0,0,52921070728,1684530,
183600,0,1,0,0,52978750369,1686366,
183700,0,1,0,0,53036461426,1688203,
183800,0,1,0,0,53094203899,1690041,
183900,0,1,0,0,53151977788,1691880,
184000,0,1,0,0,53209783092,1693720,
184100,0,1,0,0,53267619813,1695561,
184200,0,1,0,0,53325487950,1697403,
184300,0,1,0,0,53383387502,1699246,
184400,0,1,0,0,53441318471,1701090,
184500,0,1,0,0,53499280855,1702935,
184600,0,1,0,0,53557274656,1704781,
184700,0,1,0,0,53615299872,1706628,
184800,0,1,0,0,53673356504,1708476,
184900,0,1,0,0,53731444553,1710325,
185000,0,1,0,0,53789564017,1712175,
185100,0,1,0,0,53847714897,1714026,
185200,0,1,0,0,53905897193,1715878,
185300,0,1,0,0,53964110904,1717731,
185400,0,1,0,0,54022356032,1719585,
185500,0,1,0,0,54080632576,1721440,
185600,0,1,0,0,54138940536,1723296,
185700,0,1,0,0,54197279911,1725153,
185800,0,1,0,0,54255650703,1727011,
185900,0,1,0,0,54314052910,1728870,
186000,0,1,0,0,54372486533,1730730,
186100,0,1,0,0,54430951573,1732591,
186200,0,1,0,0,54489448028,1734453,
186300,0,1,0,0,54547975899,1736316,
186400,0,1,0,0,54606535186,1738180,
186500,0,1,0,0,54665125889,1740045,
186600,0,1,0,0,54723748008,1741911,
186700,0,1,0,0,54782401543,1743778,
186800,0,1,0,0,54841086494,1745646,
186900,0,1,0,0,54899802860,1747515,
187000,0,1,0,0,54958550643,1749385,
187100,0,1,0,0,55017329842,1751256,
187200,0,1,0,0,55076140456,1753128,
187300,0,1,0,0,55134982486,1755001,
187400,0,1,0,0,55193855933,1756875,
187500,0,1,0,0,55252760795,1758750,
187600,0,1,0,0,55311697073,1760626,
187700,0,1,0,0,55370664767,1762503,
187800,0,1,0,0,55429663877,1764381,
187900,0,1,0,0,55488694403,1766260,
188000,0,1,0,0,55547756345,1768140,
188100,0,1,0,0,55606849703,1770021,
188200,0,1,0,0,55665974477,1771903,
188300,0,1,0,0,55725130666,1773786,
188400,0,1,0,0,55784318272,1775670,
188500,0,1,0,0,55843537294,1777555,
188600,0,1,0,0,55902787731,1779441,
188700,0,1,0,0,55962069584,1781328,
188800,0,1,0,0,56021382854,1783216,
188900,0,1,0,0,56080727539,1785105,
189000,0,1,0,0,56140103640,1786995,
189100,0,1,0,0,56199511157,1788886,
189200,0,1,0,0,56258950090,1790778,
189300,0,1,0,0,56318420439,1792671,
189400,0,1,0,0,56377922204,1794565,
189500,0,1,0,0,56437455385,1796460,
189600,0,1,0,0,56497019981,1798356,
189700,0,1,0,0,56556615994,1800253,
189800,0,1,0,0,56616243423,1802151,
189900,0,1,0,0,56675902267,1804050,
190000,0,1,0,0,56735592528,1805950,
190100,0,1,0,0,56795314204,1807851,
190200,0,1,0,0,56855067296,1809753,
190300,0,1,0,0,56914851804,1811656,
190400,0,1,0,0,56974667728,1813560,
190500,0,1,0,0,57034515068,1815465,
190600,0,1,0,0,57094393824,1817371,
190700,0,1,0,0,57154303996,1819278,
190800,0,1,0,0,57214245584,1821186,
190900,0,1,0,0,57274218588,1823095,
191000,0,1,0,0,57334223008,1825005,
191100,0,1,0,0,57394258843,1826916,
191200,0,1,0,0,57454326095,1828828,
191300,0,1,0,0,57514424762,1830741,
191400,0,1,0,0,57574554846,1832655,
191500,0,1,0,0,57634716345,1834570,
191600,0,1,0,0,57694909260,1836486,
191700,0,1,0,0,57755133591,1838403,
191800,0,1,0,0,57815389338,1840321,
191900,0,1,0,0,57875676501,1842240,
192000,0,1,0,0,57935995080,1844160,
192100,0,1,0,0,57996345075,1846081,
192200,0,1,0,0,58056726486,1848003,
192300,0,1,0,0,58117139313,1849926,
192400,0,1,0,0,58177583556,1851850,
192500,0,1,0,0,58238059214,1853775,
192600,0,1,0,0,58298566289,1855701,
192700,0,1,0,0,58359104779,1857628,
192800,0,1,0,0,58419674685,1859556,
192900,0,1,0,0,58480276008,1861485,
193000,0,1,0,0,58540908746,1863415,
193100,0,1,0,0,58601572900,1865346,
193200,0,1,0,0,58662268470,1867278,
193300,0,1,0,0,58722995456,1869211,
193400,0,1,0,0,58783753858,1871145,
193500,0,1,0,0,58844543676,1873080,
193600,0,1,0,0,58905364910,1875016,
193700,0,1,0,0,58966217559,1876953,
193800,0,1,0,0,59027101625,1878891,
193900,0,1,0,0,59088017107,1880830,
194000,0,1,0,0,59148964004,1882770,
194100,0,1,0,0,59209942317,1884711,
194200,0,1,0,0,59270952047,1886653,
194300,0,1,0,0,59331993192,1888596,
194400,0,1,0,0,59393065753,1890540,
194500,0,1,0,0,59454169730,1892485,
194600,0,1,0,0,59515305123,1894431,
194700,0,1,0,0,59576471932,1896378,
194800,0,1,0,0,59637670157,1898326,
194900,0,1,0,0,59698899798,1900275,
195000,0,1,0,0,59760160855,1902225,
195100,0,1,0,0,59821453327,1904176,
195200,0,1,0,0,59882777216,1906128,
195300,0,1,0,0,59944132521,1908081,
195400,0,1,0,0,60005519241,1910035,
195500,0,1,0,0,60066937377,1911990,
195600,0,1,0,0,60128386930,1913946,
195700,0,1,0,0,60189867898,1915903,
195800,0,1,0,0,60251380282,1917861,
195900,0,1,0,0,60312924082,1919820,
196000,0,1,0,0,60374499298,1921780,
196100,0,1,0,0,60436105930,1923741,
196200,0,1,0,0,60497743978,1925703,
196300,0,1,0,0,60559413442,1927666,
196400,0,1,0,0,60621114321,1929630,
196500,0,1,0,0,60682846617,1931595,
196600,0,1,0,0,60744610329,1933561,
196700,0,1,0,0,60806405456,1935528,
196800,0,1,0,0,60868232000,1937496,
196900,0,1,0,0,60930089959,1939465,
197000,0,1,0,0,60991979334,1941435,
197100,0,1,0,0,61053900125,1943406,
197200,0,1,0,0,61115852333,1945378,
197300,0,1,0,0,61177835956,1947351,
197400,0,1,0,0,61239850995,1949325,
197500,0,1,0,0,61301897449,1951300,
197600,0,1,0,0,61363975320,1953276,
197700,0,1,0,0,61426084607,1955253,
197800,0,1,0,0,61488225310,1957231,
197900,0,1,0,0,61550397428,1959210,
198000,0,1,0,0,61612600963,1961190,
198100,0,1,0,0,61674835913,1963171,
198200,0,1,0,0,61737102280,1965153,
198300,0,1,0,0,61799400062,1967136,
198400,0,1,0,0,61861729260,1969120,
198500,0,1,0,0,61924089875,1971105,
198600,0,1,0,0,61986481905,1973091,
198700,0,1,0,0,62048905351,1975078,
198800,0,1,0,0,62111360213,1977066,
198900,0,1,0,0,62173846491,1979055,
199000,0,1,0,0,62236364184,1981045,
199100,0,1,0,0,62298913294,1983036,
199200,0,1,0,0,62361493820,1985028,
199300,0,1,0,0,62424105761,1987021,
199400,0,1,0,0,62486749119,1989015,
199500,0,1,0,0,62549423892,1991010,
199600,0,1,0,0,62612130082,1993006,
199700,0,1,0,0,62674867687,1995003,
199800,0,1,0,0,62737636708,1997001,
199900,0,1,0,0,62800437145,1999000,
200000,0,1,0,0,62863268998,2001000,
200100,0,1,0,0,62926132267,2003001,
200200,0,1,0,0,62989026952,2005003,
200300,0,1,0,0,63051953053,2007006,
200400,0,1,0,0,63114910570,2009010,
200500,0,1,0,0,63177899503,2011015,
200600,0,1,0,0,63240919851,2013021,
200700,0,1,0,0,63303971616,2015028,
200800,0,1,0,0,63367054796,2017036,
200900,0,1,0,0,63430169393,2019045,
201000,0,1,0,0,63493315405,2021055,
201100,0,1,0,0,63556492833,2023066,
201200,0,1,0,0,63619701677,2025078,
201300,0,1,0,0,63682941938,2027091,
201400,0,1,0,0,63746213614,2029105,
201500,0,1,0,0,63809516706,2031120,
201600,0,1,0,0,63872851213,2033136,
201700,0,1,0,0,63936217137,2035153,
201800,0,1,0,0,63999614477,2037171,
201900,0,1,0,0,64063043233,2039190,
202000,0,1,0,0,64126503404,2041210,
202100,0,1,0,0,64189994992,2043231,
202200,0,1,0,0,64253517995,2045253,
202300,0,1,0,0,64317072415,2047276,
202400,0,1,0,0,64380658250,2049300,
202500,0,1,0,0,64444275501,2051325,
202600,0,1,0,0,64507924168,2053351,
202700,0,1,0,0,64571604252,2055378,
202800,0,1,0,0,64635315751,2057406,
202900,0,1,0,0,64699058665,2059435,
203000,0,1,0,0,64762832996,2061465,
203100,0,1,0,0,64826638743,2063496,
203200,0,1,0,0,64890475906,2065528,
203300,0,1,0,0,64954344484,2067561,
203400,0,1,0,0,65018244479,2069595,
203500,0,1,0,0,65082175890,2071630,
203600,0,1,0,0,65146138716,2073666,
203700,0,1,0,0,65210132958,2075703,
203800,0,1,0,0,65274158617,2077741,
203900,0,1,0,0,65338215691,2079780,
204000,0,1,0,0,65402304181,2081820,
204100,0,1,0,0,65466424087,2083861,
204200,0,1,0,0,65530575409,2085903,
204300,0,1,0,0,65594758147,2087946,
204400,0,1,0,0,65658972301,2089990,
204500,0,1,0,0,65723217871,2092035,
204600,0,1,0,0,65787494856,2094081,
204700,0,1,0,0,65851803258,2096128,
204800,0,1,0,0,65916143075,2098176,
204900,0,1,0,0,65980514309,2100225,
205000,0,1,0,0,66044916958,2102275,
205100,0,1,0,0,66109351024,2104326,
205200,0,1,0,0,66173816505,2106378,
205300,0,1,0,0,66238313402,2108431,
205400,0,1,0,0,66302841715,2110485,
205500,0,1,0,0,66367401444,2112540,
205600,0,1,0,0,66431992589,2114596,
205700,0,1,0,0,66496615150,2116653,
205800,0,1,0,0,66561269127,2118711,
205900,0,1,0,0,66625954520,2120770,
206000,0,1,0,0,66690671328,2122830,
206100,0,1,0,0,66755419553,2124891,
206200,0,1,0,0,66820199193,2126953,
206300,0,1,0,0,66885010250,2129016,
206400,0,1,0,0,66949852722,2131080,
206500,0,1,0,0,67014726610,2133145,
206600,0,1,0,0,67079631915,2135211,
206700,0,1,0,0,67144568635,2137278,
206800,0,1,0,0,67209536771,2139346,
206900,0,1,0,0,67274536323,2141415,
207000,0,1,0,0,67339567291,2143485,
207100,0,1,0,0,67404629675,2145556,
207200,0,1,0,0,67469723474,2147628,
207300,0,1,0,0,67534848690,2149701,
207400,0,1,0,0,67600005322,2151775,
207500,0,1,0,0,67665193369,2153850,
207600,0,1,0,0,67730412833,2155926,
207700,0,1,0,0,67795663712,2158003,
207800,0,1,0,0,67860946008,2160081,
207900,0,1,0,0,67926259719,2162160,
208000,0,1,0,0,67991604846,2164240,
208100,0,1,0,0,68056981389,2166321,
208200,0,1,0,0,68122389348,2168403,
208300,0,1,0,0,68187828723,2170486,
208400,0,1,0,0,68253299514,2172570,
208500,0,1,0,0,68318801721,2174655,
208600,0,1,0,0,68384335344,2176741,
208700,0,1,0,0,68449900382,2178828,
208800,0,1,0,0,68515496837,2180916,
208900,0,1,0,0,68581124707,2183005,
209000,0,1,0,0,68646783994,2185095,
209100,0,1,0,0,68712474696,2187186,
209200,0,1,0,0,68778196815,2189278,
209300,0,1,0,0,68843950349,2191371,
209400,0,1,0,0,68909735299,2193465,
209500,0,1,0,0,68975551665,2195560,
209600,0,1,0,0,69041399447,2197656,
209700,0,1,0,0,69107278645,2199753,
209800,0,1,0,0,69173189259,2201851,
209900,0,1,0,0,69239131289,2203950,
210000,0,1,0,0,69305104735,2206050,
210100,0,1,0,0,69371109596,2208151,
210200,0,1,0,0,69437145874,2210253,
210300,0,1,0,0,69503213567,2212356,
210400,0,1,0,0,69569312677,2214460,
210500,0,1,0,0,69635443202,2216565,
210600,0,1,0,0,69701605143,2218671,
210700,0,1,0,0,69767798501,2220778,
210800,0,1,0,0,69834023274,2222886,
210900,0,1,0,0,69900279463,2224995,
211000,0,1,0,0,69966567068,2227105,
211100,0,1,0,0,70032886089,2229216,
211200,0,1,0,0,70099236525,2231328,
211300,0,1,0,0,70165618378,2233441,
211400,0,1,0,0,70232031647,2235555,
211500,0,1,0,0,70298476332,2237670,
211600,0,1,0,0,70364952432,2239786,
211700,0,1,0,0,70431459949,2241903,
211800,0,1,0,0,70497998881,2244021,
211900,0,1,0,0,70564569229,2246140,
212000,0,1,0,0,70631170994,2248260,
212100,0,1,0,0,70697804174,2250381,
212200,0,1,0,0,70764468770,2252503,
212300,0,1,0,0,70831164782,2254626,
212400,0,1,0,0,70897892210,2256750,
212500,0,1,0,0,70964651054,2258875,
212600,0,1,0,0,71031441314,2261001,
212700,0,1,0,0,71098262989,2263128,
212800,0,1,0,0,71165116081,2265256,
212900,0,1,0,0,71232000589,2267385,
213000,0,1,0,0,71298916512,2269515,
213100,0,1,0,0,71365863852,2271646,
213200,0,1,0,0,71432842607,2273778,
213300,0,1,0,0,71499852778,2275911,
213400,0,1,0,0,71566894365,2278045,
213500,0,1,0,0,71633967369,2280180,
213600,0,1,0,0,71701071788,2282316,
213700,0,1,0,0,71768207623,2284453,
213800,0,1,0,0,71835374874,2286591,
213900,0,1,0,0,71902573541,2288730,
214000,0,1,0,0,71969803623,2290870,
214100,0,1,0,0,72037065122,2293011,
214200,0,1,0,0,72104358037,2295153,
214300,0,1,0,0,72171682367,2297296,
214400,0,1,0,0,72239038114,2299440,
214500,0,1,0,0,72306425276,2301585,
214600,0,1,0,0,72373843854,2303731,
214700,0,1,0,0,72441293849,2305878,
214800,0,1,0,0,72508775259,2308026,
214900,0,1,0,0,72576288085,2310175,
215000,0,1,0,0,72643832327,2312325,
215100,0,1,0,0,72711407985,2314476,
215200,0,1,0,0,72779015059,2316628,
215300,0,1,0,0,72846653549,2318781,
215400,0,1,0,0,72914323455,2320935,
215500,0,1,0,0,72982024776,2323090,
215600,0,1,0,0,73049757514,2325246,
215700,0,1,0,0,73117521667,2327403,
215800,0,1,0,0,73185317237,2329561,
215900,0,1,0,0,73253144222,2331720,
216000,0,1,0,0,73321002624,2333880,
216100,0,1,0,0,73388892441,2336041,
216200,0,1,0,0,73456813674,2338203,
216300,0,1,0,0,73524766323,2340366,
216400,0,1,0,0,73592750388,2342530,
216500,0,1,0,0,73660765869,2344695,
216600,0,1,0,0,73728812766,2346861,
216700,0,1,0,0,73796891079,2349028,
216800,0,1,0,0,73865000807,2351196,
216900,0,1,0,0,73933141952,2353365,
217000,0,1,0,0,74001314513,2355535,
217100,0,1,0,0,74069518489,2357706,
217200,0,1,0,0,74137753882,2359878,
217300,0,1,0,0,74206020690,2362051,
217400,0,1,0,0,74274318914,2364225,
217500,0,1,0,0,74342648555,2366400,
217600,0,1,0,0,74411009611,2368576,
217700,0,1,0,0,74479402083,2370753,
217800,0,1,0,0,74547825971,2372931,
217900,0,1,0,0,74616281275,2375110,
218000,0,1,0,0,74684767995,2377290,
218100,0,1,0,0,74753286130,2379471,
218200,0,1,0,0,74821835682,2381653,
218300,0,1,0,0,74890416650,2383836,
218400,0,1,0,0,74959029033,2386020,
218500,0,1,0,0,75027672833,2388205,
218600,0,1,0,0,75096348048,2390391,
218700,0,1,0,0,75165054679,2392578,
218800,0,1,0,0,75233792727,2394766,
218900,0,1,0,0,75302562190,2396955,
219000,0,1,0,0,75371363069,2399145,
219100,0,1,0,0,75440195364,2401336,
219200,0,1,0,0,75509059075,2403528,
219300,0,1,0,0,75577954202,2405721,
219400,0,1,0,0,75646880745,2407915,
219500,0,1,0,0,75715838703,2410110,
219600,0,1,0,0,75784828078,2412306,
219700,0,1,0,0,75853848869,2414503,
219800,0,1,0,0,75922901075,2416701,
219900,0,1,0,0,75991984698,2418900,
220000,0,1,0,0,76061099736,2421100,
220100,0,1,0,0,76130246190,2423301,
220200,0,1,0,0,76199424061,2425503,
220300,0,1,0,0,76268633347,2427706,
220400,0,1,0,0,76337874049,2429910,
220500,0,1,0,0,76407146167,2432115,
220600,0,1,0,0,76476449701,2434321,
220700,0,1,0,0,76545784651,2436528,
220800,0,1,0,0,76615151016,2438736,
220900,0,1,0,0,76684548798,2440945,
221000,0,1,0,0,76753977996,2443155,
221100,0,1,0,0,76823438609,2445366,
221200,0,1,0,0,76892930639,2447578,
221300,0,1,0,0,76962454084,2449791,
221400,0,1,0,0,77032008946,2452005,
221500,0,1,0,0,77101595223,2454220,
221600,0,1,0,0,77171212916,2456436,
221700,0,1,0,0,77240862025,2458653,
221800,0,1,0,0,77310542550,2460871,
221900,0,1,0,0,77380254491,2463090,
222000,0,1,0,0,77449997848,2465310,
222100,0,1,0,0,77519772621,2467531,
222200,0,1,0,0,77589578810,2469753,
222300,0,1,0,0,77659416415,2471976,
222400,0,1,0,0,77729285435,2474200,
222500,0,1,0,0,77799185872,2476425,
222600,0,1,0,0,77869117724,2478651,
222700,0,1,0,0,77939080993,2480878,
222800,0,1,0,0,78009075677,2483106,
222900,0,1,0,0,78079101777,2485335,
223000,0,1,0,0,78149159293,2487565,
223100,0,1,0,0,78219248225,2489796,
223200,0,1,0,0,78289368573,2492028,
223300,0,1,0,0,78359520337,2494261,
223400,0,1,0,0,78429703517,2496495,
223500,0,1,0,0,78499918113,2498730,
223600,0,1,0,0,78570164125,2500966,
223700,0,1,0,0,78640441552,2503203,
223800,0,1,0,0,78710750396,2505441,
223900,0,1,0,0,78781090656,2507680,
224000,0,1,0,0,78851462331,2509920,
224100,0,1,0,0,78921865422,2512161,
224200,0,1,0,0,78992299930,2514403,
224300,0,1,0,0,79062765853,2516646,
224400,0,1,0,0,79133263192,2518890,
224500,0,1,0,0,79203791947,2521135,
224600,0,1,0,0,79274352118,2523381,
224700,0,1,0,0,79344943705,2525628,
224800,0,1,0,0,79415566708,2527876,
224900,0,1,0,0,79486221127,2530125,
225000,0,1,0,0,79556906961,2532375,
225100,0,1,0,0,79627624212,2534626,
225200,0,1,0,0,79698372879,2536878,
225300,0,1,0,0,79769152961,2539131,
225400,0,1,0,0,79839964459,2541385,
225500,0,1,0,0,79910807374,2543640,
225600,0,1,0,0,79981681704,2545896,
225700,0,1,0,0,80052587450,2548153,
225800,0,1,0,0,80123524612,2550411,
225900,0,1,0,0,80194493190,2552670,
226000,0,1,0,0,80265493184,2554930,
226100,0,1,0,0,80336524594,2557191,
226200,0,1,0,0,80407587420,2559453,
226300,0,1,0,0,80478681662,2561716,
226400,0,1,0,0,80549807320,2563980,
226500,0,1,0,0,80620964393,2566245,
226600,0,1,0,0,80692152883,2568511,
226700,0,1,0,0,80763372788,2570778,
226800,0,1,0,0,80834624109,2573046,
226900,0,1,0,0,80905906847,2575315,
227000,0,1,0,0,80977221000,2577585,
227100,0,1,0,0,81048566569,2579856,
227200,0,1,0,0,81119943554,2582128,
227300,0,1,0,0,81191351955,2584401,
227400,0,1,0,0,81262791772,2586675,
227500,0,1,0,0,81334263005,2588950,
227600,0,1,0,0,81405765654,2591226,
227700,0,1,0,0,81477299719,2593503,
227800,0,1,0,0,81548865199,2595781,
227900,0,1,0,0,81620462096,2598060,
228000,0,1,0,0,81692090408,2600340,
228100,0,1,0,0,81763750137,2602621,
228200,0,1,0,0,81835441281,2604903,
228300,0,1,0,0,81907163841,2607186,
228400,0,1,0,0,81978917818,2609470,
228500,0,1,0,0,82050703210,2611755,
228600,0,1,0,0,82122520018,2614041,
228700,0,1,0,0,82194368242,2616328,
228800,0,1,0,0,82266247882,2618616,
228900,0,1,0,0,82338158938,2620905,
229000,0,1,0,0,82410101409,2623195,
229100,0,1,0,0,82482075297,2625486,
229200,0,1,0,0,82554080601,2627778,
229300,0,1,0,0,82626117320,2630071,
229400,0,1,0,0,82698185456,2632365,
229500,0,1,0,0,82770285007,2634660,
229600,0,1,0,0,82842415974,2636956,
229700,0,1,0,0,82914578358,2639253,
229800,0,1,0,0,82986772157,2641551,
229900,0,1,0,0,83058997372,2643850,
230000,0,1,0,0,83131254003,2646150,
230100,0,1,0,0,83203542050,2648451,
230200,0,1,0,0,83275861513,2650753,
230300,0,1,0,0,83348212392,2653056,
230400,0,1,0,0,83420594686,2655360,
230500,0,1,0,0,83493008397,2657665,
230600,0,1,0,0,83565453524,2659971,
230700,0,1,0,0,83637930066,2662278,
230800,0,1,0,0,83710438025,2664586,
230900,0,1,0,0,83782977399,2666895,
231000,0,1,0,0,83855548189,2669205,
231100,0,1,0,0,83928150395,2671516,
231200,0,1,0,0,84000784018,2673828,
231300,0,1,0,0,84073449056,2676141,
231400,0,1,0,0,84146145510,2678455,
231500,0,1,0,0,84218873380,2680770,
231600,0,1,0,0,84291632665,2683086,
231700,0,1,0,0,84364423367,2685403,
231800,0,1,0,0,84437245485,2687721,
231900,0,1,0,0,84510099019,2690040,
232000,0,1,0,0,84582983968,2692360,
232100,0,1,0,0,84655900334,2694681,
232200,0,1,0,0,84728848115,2697003,
232300,0,1,0,0,84801827312,2699326,
232400,0,1,0,0,84874837926,2701650,
232500,0,1,0,0,84947879955,2703975,
232600,0,1,0,0,85020953400,2706301,
232700,0,1,0,0,85094058261,2708628,
232800,0,1,0,0,85167194538,2710956,
232900,0,1,0,0,85240362231,2713285,
233000,0,1,0,0,85313561340,2715615,
233100,0,1,0,0,85386791865,2717946,
233200,0,1,0,0,85460053805,2720278,
233300,0,1,0,0,85533347162,2722611,
233400,0,1,0,0,85606671934,2724945,
233500,0,1,0,0,85680028123,2727280,
233600,0,1,0,0,85753415727,2729616,
233700,0,1,0,0,85826834748,2731953,
233800,0,1,0,0,85900285184,2734291,
233900,0,1,0,0,85973767036,2736630,
234000,0,1,0,0,86047280304,2738970,
234100,0,1,0,0,86120824988,2741311,
234200,0,1,0,0,86194401088,2743653,
234300,0,1,0,0,86268008604,2745996,
234400,0,1,0,0,86341647536,2748340,
234500,0,1,0,0,86415317883,2750685,
234600,0,1,0,0,86489019647,2753031,
234700,0,1,0,0,86562752827,2755378,
234800,0,1,0,0,86636517422,2757726,
234900,0,1,0,0,86710313434,2760075,
235000,0,1,0,0,86784140861,2762425,
235100,0,1,0,0,86857999704,2764776,
235200,0,1,0,0,86931889963,2767128,
235300,0,1,0,0,87005811639,2769481,
235400,0,1,0,0,87079764730,2771835,
235500,0,1,0,0,87153749237,2774190,
235600,0,1,0,0,87227765160,2776546,
